trial_number,colsample_bytree,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda,subsample,value,state
22,0.918183755065307,0.13015754050011066,7,659,0.00012423124969298892,0.01579225066203075,0.9747738451237417,0.018888842438403133,TrialState.COMPLETE
23,0.8253452846698711,0.08399076204334016,8,327,8.420685841066313e-06,0.08740249443667561,0.9362160238285342,0.023726160930002408,TrialState.COMPLETE
24,0.9119699326488994,0.15741796255145876,7,786,0.001710582185861782,0.004018824742565503,0.9164569284617782,0.016807455719705326,TrialState.COMPLETE
25,0.8595696875922814,0.0958623541055831,8,617,8.283503839124063e-07,0.35696378437825277,0.9951970287514891,0.01681817265337024,TrialState.COMPLETE
26,0.9260147903306373,0.005317720304970034,8,700,1.5245032928447098e-05,0.02861465126406374,0.916955851924511,0.11270718801196183,TrialState.COMPLETE
27,0.7879458246632186,0.14958288736103095,7,530,8.619214867680451e-05,0.013186637685644848,0.6709399408304452,0.019378290398104014,TrialState.COMPLETE
28,0.8873609581419512,0.0671942030986211,8,774,0.003573126177150239,0.07349675383814726,0.9650771444485908,0.016813720355438013,TrialState.COMPLETE
29,0.9702697493516463,0.10867782163038973,7,554,4.8736574348523947e-08,0.00370752491732421,0.9026422236401328,0.02101583301474922,TrialState.COMPLETE
30,0.8195358280480529,0.18688491714419742,8,494,1.4545603767670466e-06,9.24276261072345,0.9994325778978468,0.017307229785030576,TrialState.COMPLETE
31,0.8783303475357369,0.15248901073468527,8,654,6.214759246099051e-06,0.034574739368852754,0.9786632409187359,0.016495739027667752,TrialState.COMPLETE
32,0.8639271873239395,0.14861652981460863,8,629,4.870827958731723e-06,0.13479232258194443,0.9682976230191962,0.01582418548159797,TrialState.COMPLETE
33,0.943790861852036,0.042266857264062714,8,634,8.442695315933311e-05,0.2791650876229324,0.9402211541321375,0.024834334310630528,TrialState.COMPLETE
34,0.8413428920014854,0.19996213869660165,7,696,2.6048829944510607e-07,0.13383734021837249,0.8521962004016308,0.017536838378261154,TrialState.COMPLETE
35,0.906821039136213,0.14040520363152942,8,848,8.75644498187463e-06,0.05371111356250489,0.7712913902456672,0.01537809034807943,TrialState.COMPLETE
36,0.8618242850888987,0.02241431684398715,6,887,9.688598770123207e-07,0.057107722508628216,0.7681455817619088,0.07223448533506258,TrialState.COMPLETE
37,0.7517278210320458,0.07570156409600143,7,994,1.5335484242538647e-05,0.1466731583280494,0.7811404668122222,0.01740548755819256,TrialState.COMPLETE
38,0.835307036902955,0.10780987059771477,8,940,1.504944934402683e-07,0.7177989175280234,0.6973906218070755,0.01347173882191819,TrialState.COMPLETE
39,0.6694690418359438,0.103901971657723,5,960,1.420648031947492e-08,1.2959942289932285,0.6901174017466537,0.04124536347566892,TrialState.COMPLETE
